	Unnamed: 0.5	Unnamed: 0.4	Unnamed: 0.3	Unnamed: 0.2	Unnamed: 0.1	Unnamed: 0	año	id_distrito	distrito	id_barrio	barrio	id_uso	uso	num_inmuebles	año_cons_medio	sup_cons	sup_suelo	valor_catastral	nueva_columna
1708	1708	1708	1708	1708	1708	1708	2013	3	Retiro	34	IBIZA	E	Cultural	4	1946.0	4402.0		5768874.74	25394586605.48
1709	1709	1709	1709	1709	1709	1709	2013	3	Retiro	34	IBIZA	I	Industrial	31	1950.0	8852.0		10782087.94	95443042444.88
1710	1710	1710	1710	1710	1710	1710	2013	3	Retiro	34	IBIZA	M	Suelos sin edificar, obras de urbanización y jardinería	4			4527.0	3279672.0	
1711	1711	1711	1711	1711	1711	1711	2013	3	Retiro	34	IBIZA	O	Oficinas	225	1963.0	54104.0		100137966.59	5417864544385.36
1712	1712	1712	1712	1712	1712	1712	2013	3	Retiro	34	IBIZA	P	Edificio Singular	1	1952.0	1648.0		2026436.84	3339567912.32
1713	1713	1713	1713	1713	1713	1713	2013	3	Retiro	34	IBIZA	R	Religioso	5	1969.0	7356.0		8585123.08	63152165376.48
1714	1714	1714	1714	1714	1714	1714	2013	3	Retiro	34	IBIZA	T	Espectáculos	1	1945.0	868.0		1530277.06	1328280488.0800002
1715	1715	1715	1715	1715	1715	1715	2013	3	Retiro	34	IBIZA	V	Residencial	10027	1948.0	1172170.0		1963644480.55	2301725150766293.0
1716	1716	1716	1716	1716	1716	1716	2013	3	Retiro	34	IBIZA	Y	Sanidad y Beneficencia	13	1955.0	187704.0		305881880.12	57415252426044.48
1717	1717	1717	1717	1717	1717	1717	2013	3	Retiro	35	LOS JERÓNIMOS	A	Almacén-Estacionamiento	366	1948.0	72873.0		57838830.44	4214889090654.12
1718	1718	1718	1718	1718	1718	1718	2013	3	Retiro	35	LOS JERÓNIMOS	C	Comercial	187	1940.0	46252.0		83397108.82	3857283077142.64
1719	1719	1719	1719	1719	1719	1719	2013	3	Retiro	35	LOS JERÓNIMOS	E	Cultural	13	1969.0	110637.0		194524213.27	21521575383552.992
1720	1720	1720	1720	1720	1720	1720	2013	3	Retiro	35	LOS JERÓNIMOS	G	Ocio y Hostelería	26	1978.0	55363.0		143479254.7	7943441977956.1
1721	1721	1721	1721	1721	1721	1721	2013	3	Retiro	35	LOS JERÓNIMOS	I	Industrial	59	1965.0	65994.0		69217871.1	4567964185373.399
1722	1722	1722	1722	1722	1722	1722	2013	3	Retiro	35	LOS JERÓNIMOS	K	Deportivo	4	1984.0	12809.0		13349104.63	170988681205.67
1723	1723	1723	1723	1723	1723	1723	2013	3	Retiro	35	LOS JERÓNIMOS	M	Suelos sin edificar, obras de urbanización y jardinería	10			1135001.0	32594291.64	
1724	1724	1724	1724	1724	1724	1724	2013	3	Retiro	35	LOS JERÓNIMOS	O	Oficinas	234	1945.0	217106.0		556139300.59	120741178993892.56
1725	1725	1725	1725	1725	1725	1725	2013	3	Retiro	35	LOS JERÓNIMOS	P	Edificio Singular	22	1957.0	189410.0		398441947.32	75468889241881.2
1726	1726	1726	1726	1726	1726	1726	2013	3	Retiro	35	LOS JERÓNIMOS	T	Espectáculos	3	1985.0	5479.0		8997786.61	49298872836.19
1727	1727	1727	1727	1727	1727	1727	2013	3	Retiro	35	LOS JERÓNIMOS	V	Residencial	3139	1949.0	615940.0		1316571918.37	810929307400817.8
1728	1728	1728	1728	1728	1728	1728	2013	3	Retiro	35	LOS JERÓNIMOS	Y	Sanidad y Beneficencia	1	1900.0	3087.0		4455888.68	13755328355.16
1729	1729	1729	1729	1729	1729	1729	2013	3	Retiro	36	NIÑO JESÚS	A	Almacén-Estacionamiento	1770	1984.0	232181.0		99210328.67	23034753320929.27
1730	1730	1730	1730	1730	1730	1730	2013	3	Retiro	36	NIÑO JESÚS	C	Comercial	303	1967.0	94335.0		130522508.01	12312840793123.35
1731	1731	1731	1731	1731	1731	1731	2013	3	Retiro	36	NIÑO JESÚS	E	Cultural	16	1941.0	8912.0		13184917.66	117503986185.92
1732	1732	1732	1732	1732	1732	1732	2013	3	Retiro	36	NIÑO JESÚS	I	Industrial	7	1976.0	625.0		430517.53	269073456.25
1733	1733	1733	1733	1733	1733	1733	2013	3	Retiro	36	NIÑO JESÚS	K	Deportivo	10	1972.0	2401.0		2567493.43	6164551725.43
1734	1734	1734	1734	1734	1734	1734	2013	3	Retiro	36	NIÑO JESÚS	M	Suelos sin edificar, obras de urbanización y jardinería	6			10472.0	3331040.0	
1735	1735	1735	1735	1735	1735	1735	2013	3	Retiro	36	NIÑO JESÚS	O	Oficinas	265	1969.0	98225.0		154003691.34	15127012581871.5
1736	1736	1736	1736	1736	1736	1736	2013	3	Retiro	36	NIÑO JESÚS	R	Religioso	6	1981.0	7914.0		10890195.84	86185009877.76
1737	1737	1737	1737	1737	1737	1737	2013	3	Retiro	36	NIÑO JESÚS	T	Espectáculos	1	1996.0	13495.0		21777657.34	293889485803.3
1738	1738	1738	1738	1738	1738	1738	2013	3	Retiro	36	NIÑO JESÚS	V	Residencial	6236	1968.0	891328.0		1562876485.34	1393035571925131.5
1739	1739	1739	1739	1739	1739	1739	2013	3	Retiro	36	NIÑO JESÚS	Y	Sanidad y Beneficencia	19	1959.0	42421.0		51870077.31	2200380549567.5103
1740	1740	1740	1740	1740	1740	1740	2013	4	Salamanca	41	RECOLETOS	A	Almacén-Estacionamiento	4070	1973.0	371296.0		344653301.24	127968392137207.05
1741	1741	1741	1741	1741	1741	1741	2013	4	Salamanca	41	RECOLETOS	C	Comercial	1210	1939.0	292501.0		977576082.22	285941981625432.25
1742	1742	1742	1742	1742	1742	1742	2013	4	Salamanca	41	RECOLETOS	E	Cultural	31	1934.0	119797.0		201261521.33	24110526470770.01
1743	1743	1743	1743	1743	1743	1743	2013	4	Salamanca	41	RECOLETOS	G	Ocio y Hostelería	27	1971.0	124032.0		307847754.91	38182972736997.125
1744	1744	1744	1744	1744	1744	1744	2013	4	Salamanca	41	RECOLETOS	I	Industrial	25	1949.0	5634.0		6882435.76	38775643071.84
1745	1745	1745	1745	1745	1745	1745	2013	4	Salamanca	41	RECOLETOS	K	Deportivo	4	1936.0	1330.0		2061933.06	2742370969.8
1746	1746	1746	1746	1746	1746	1746	2013	4	Salamanca	41	RECOLETOS	M	Suelos sin edificar, obras de urbanización y jardinería	5			17756.0	1507792.03	
1747	1747	1747	1747	1747	1747	1747	2013	4	Salamanca	41	RECOLETOS	O	Oficinas	858	1958.0	532413.0		1373402695.56	731217449351186.2
1748	1748	1748	1748	1748	1748	1748	2013	4	Salamanca	41	RECOLETOS	P	Edificio Singular	6	1945.0	23743.0		44469285.37	1055834242539.91
1749	1749	1749	1749	1749	1749	1749	2013	4	Salamanca	41	RECOLETOS	R	Religioso	9	1939.0	18994.0		24292407.08	461409980077.52
1750	1750	1750	1750	1750	1750	1750	2013	4	Salamanca	41	RECOLETOS	T	Espectáculos	4	1977.0	14781.0		43234592.39	639050510116.59
1751	1751	1751	1751	1751	1751	1751	2013	4	Salamanca	41	RECOLETOS	V	Residencial	8494	1945.0	1753264.0		3592887308.55	6299279974137608.0
1752	1752	1752	1752	1752	1752	1752	2013	4	Salamanca	41	RECOLETOS	Y	Sanidad y Beneficencia	2	1935.0	348.0		467581.93	162718511.64
1753	1753	1753	1753	1753	1753	1753	2013	4	Salamanca	42	GOYA	A	Almacén-Estacionamiento	4175	1981.0	263984.0		208765323.78	55110705232739.52
1754	1754	1754	1754	1754	1754	1754	2013	4	Salamanca	42	GOYA	C	Comercial	1471	1941.0	330572.0		863978767.63	285607189172984.4
1755	1755	1755	1755	1755	1755	1755	2013	4	Salamanca	42	GOYA	E	Cultural	23	1959.0	33172.0		39166986.19	1299247265894.68
1756	1756	1756	1756	1756	1756	1756	2013	4	Salamanca	42	GOYA	G	Ocio y Hostelería	19	1946.0	75393.0		179599665.78	13540557602151.54
1757	1757	1757	1757	1757	1757	1757	2013	4	Salamanca	42	GOYA	I	Industrial	25	1961.0	92487.0		102565706.27	9485994475793.49
1758	1758	1758	1758	1758	1758	1758	2013	4	Salamanca	42	GOYA	K	Deportivo	6	1972.0	94071.0		181091723.14	17035479487502.94
1759	1759	1759	1759	1759	1759	1759	2013	4	Salamanca	42	GOYA	M	Suelos sin edificar, obras de urbanización y jardinería	4			4232.0	5145503.0	
1760	1760	1760	1760	1760	1760	1760	2013	4	Salamanca	42	GOYA	O	Oficinas	595	1964.0	202323.0		348736938.78	70557503664785.94
1761	1761	1761	1761	1761	1761	1761	2013	4	Salamanca	42	GOYA	P	Edificio Singular	1	1974.0	1538.0		1995801.08	3069542061.04
1762	1762	1762	1762	1762	1762	1762	2013	4	Salamanca	42	GOYA	R	Religioso	3	1949.0	4697.0		6336562.38	29762833498.86
1763	1763	1763	1763	1763	1763	1763	2013	4	Salamanca	42	GOYA	T	Espectáculos	2	1979.0	5784.0		11246114.11	65047524012.24
1764	1764	1764	1764	1764	1764	1764	2013	4	Salamanca	42	GOYA	V	Residencial	15898	1944.0	1877657.0		3132732990.74	5882198029193896.0
1765	1765	1765	1765	1765	1765	1765	2013	4	Salamanca	42	GOYA	Y	Sanidad y Beneficencia	14	1942.0	50456.0		81334186.62	4103797720098.72
1766	1766	1766	1766	1766	1766	1766	2013	4	Salamanca	43	FUENTE DEL BERRO	A	Almacén-Estacionamiento	3292	1987.0	181540.0		92706366.04	16829913690901.602
1767	1767	1767	1767	1767	1767	1767	2013	4	Salamanca	43	FUENTE DEL BERRO	C	Comercial	674	1955.0	97316.0		132998758.72	12942907203595.52
1768	1768	1768	1768	1768	1768	1768	2013	4	Salamanca	43	FUENTE DEL BERRO	E	Cultural	28	1951.0	39226.0		39528151.36	1550531265247.36
1769	1769	1769	1769	1769	1769	1769	2013	4	Salamanca	43	FUENTE DEL BERRO	G	Ocio y Hostelería	2	1982.0	1581.0		2397903.95	3791086144.95
1770	1770	1770	1770	1770	1770	1770	2013	4	Salamanca	43	FUENTE DEL BERRO	I	Industrial	72	1958.0	35615.0		95098334.74	3386927191765.1
1771	1771	1771	1771	1771	1771	1771	2013	4	Salamanca	43	FUENTE DEL BERRO	K	Deportivo	5	1983.0	23193.0		10590179.36	245618029896.48
1772	1772	1772	1772	1772	1772	1772	2013	4	Salamanca	43	FUENTE DEL BERRO	M	Suelos sin edificar, obras de urbanización y jardinería	12			6820.0	8266981.2	
1773	1773	1773	1773	1773	1773	1773	2013	4	Salamanca	43	FUENTE DEL BERRO	O	Oficinas	249	1967.0	137827.0		209194295.15	28832622117639.05
1774	1774	1774	1774	1774	1774	1774	2013	4	Salamanca	43	FUENTE DEL BERRO	R	Religioso	20	1969.0	6066.0		6151218.07	37313288812.62
1775	1775	1775	1775	1775	1775	1775	2013	4	Salamanca	43	FUENTE DEL BERRO	T	Espectáculos	1	1960.0	1271.0		1880380.95	2389964187.45
1776	1776	1776	1776	1776	1776	1776	2013	4	Salamanca	43	FUENTE DEL BERRO	V	Residencial	10432	1958.0	1020866.0		1404201049.39	1433501108486571.8
1777	1777	1777	1777	1777	1777	1777	2013	4	Salamanca	43	FUENTE DEL BERRO	Y	Sanidad y Beneficencia	10	1949.0	27734.0		29206198.56	810004710863.0399
1778	1778	1778	1778	1778	1778	1778	2013	4	Salamanca	44	GUINDALERA	A	Almacén-Estacionamiento	7841	1988.0	428569.0		197926137.56	84825006847951.64
1779	1779	1779	1779	1779	1779	1779	2013	4	Salamanca	44	GUINDALERA	C	Comercial	1444	1960.0	195992.0		280189959.74	54914990589362.08
1780	1780	1780	1780	1780	1780	1780	2013	4	Salamanca	44	GUINDALERA	E	Cultural	33	1961.0	67545.0		72931598.87	4926164845674.15
1781	1781	1781	1781	1781	1781	1781	2013	4	Salamanca	44	GUINDALERA	G	Ocio y Hostelería	13	2001.0	40297.0		69289972.37	2792178016593.89
1782	1782	1782	1782	1782	1782	1782	2013	4	Salamanca	44	GUINDALERA	I	Industrial	138	1962.0	33230.0		26825839.6	891422649908.0
1783	1783	1783	1783	1783	1783	1783	2013	4	Salamanca	44	GUINDALERA	K	Deportivo	23	1971.0	100479.0		102563430.73	10305470956319.67
1784	1784	1784	1784	1784	1784	1784	2013	4	Salamanca	44	GUINDALERA	M	Suelos sin edificar, obras de urbanización y jardinería	55			83001.0	29993347.32	
1785	1785	1785	1785	1785	1785	1785	2013	4	Salamanca	44	GUINDALERA	O	Oficinas	554	1972.0	235992.0		302424694.59	71369808525683.28
1786	1786	1786	1786	1786	1786	1786	2013	4	Salamanca	44	GUINDALERA	P	Edificio Singular	1	1990.0	3224.0		3875779.6	12495513430.4
1787	1787	1787	1787	1787	1787	1787	2013	4	Salamanca	44	GUINDALERA	R	Religioso	8	1964.0	7794.0		9293254.05	72431622065.70001
1788	1788	1788	1788	1788	1788	1788	2013	4	Salamanca	44	GUINDALERA	T	Espectáculos	2	1948.0	4807.0		7779146.03	37394354966.21
1789	1789	1789	1789	1789	1789	1789	2013	4	Salamanca	44	GUINDALERA	V	Residencial	20059	1966.0	2154765.0		2959692013.33	6377440761103017.0
1790	1790	1790	1790	1790	1790	1790	2013	4	Salamanca	44	GUINDALERA	Y	Sanidad y Beneficencia	19	1955.0	28241.0		37152934.21	1049236015024.61
1791	1791	1791	1791	1791	1791	1791	2013	4	Salamanca	45	LISTA	A	Almacén-Estacionamiento	3273	1980.0	214081.0		174469010.65	37350500268962.65
1792	1792	1792	1792	1792	1792	1792	2013	4	Salamanca	45	LISTA	C	Comercial	867	1946.0	143199.0		287592691.28	41182985798604.72
1793	1793	1793	1793	1793	1793	1793	2013	4	Salamanca	45	LISTA	E	Cultural	11	1962.0	25533.0		30585244.5	780933047818.5
1794	1794	1794	1794	1794	1794	1794	2013	4	Salamanca	45	LISTA	G	Ocio y Hostelería	71	1996.0	22616.0		48723128.15	1101922266240.4
1795	1795	1795	1795	1795	1795	1795	2013	4	Salamanca	45	LISTA	I	Industrial	9	1974.0	1278.0		1174364.17	1500837409.26
1796	1796	1796	1796	1796	1796	1796	2013	4	Salamanca	45	LISTA	K	Deportivo	5	1975.0	9122.0		10737568.69	97948101590.18
1797	1797	1797	1797	1797	1797	1797	2013	4	Salamanca	45	LISTA	M	Suelos sin edificar, obras de urbanización y jardinería	3			5203.0	162605.2	
1798	1798	1798	1798	1798	1798	1798	2013	4	Salamanca	45	LISTA	O	Oficinas	376	1965.0	155693.0		297867804.67	46375932112486.31
1799	1799	1799	1799	1799	1799	1799	2013	4	Salamanca	45	LISTA	P	Edificio Singular	5	1941.0	71856.0		95453316.81	6858893532699.36
1800	1800	1800	1800	1800	1800	1800	2013	4	Salamanca	45	LISTA	R	Religioso	1	1955.0	5275.0		6974886.16	36792524494.0
1801	1801	1801	1801	1801	1801	1801	2013	4	Salamanca	45	LISTA	T	Espectáculos	1	1950.0	2199.0		2374616.54	5221781771.46
1802	1802	1802	1802	1802	1802	1802	2013	4	Salamanca	45	LISTA	V	Residencial	10742	1950.0	1283293.0		2085842410.75	2676746964818600.0
1803	1803	1803	1803	1803	1803	1803	2013	4	Salamanca	45	LISTA	Y	Sanidad y Beneficencia	18	1945.0	104931.0		136946722.4	14369956528154.4
1804	1804	1804	1804	1804	1804	1804	2013	4	Salamanca	46	CASTELLANA	A	Almacén-Estacionamiento	3885	1978.0	361357.0		324841776.41	117383849798188.38
1805	1805	1805	1805	1805	1805	1805	2013	4	Salamanca	46	CASTELLANA	C	Comercial	788	1947.0	221887.0		687016549.25	152440041063434.75
1806	1806	1806	1806	1806	1806	1806	2013	4	Salamanca	46	CASTELLANA	E	Cultural	10	1951.0	63272.0		95695988.63	6054876592597.359
1807	1807	1807	1807	1807	1807	1807	2013	4	Salamanca	46	CASTELLANA	G	Ocio y Hostelería	21	1977.0	71357.0		193708408.76	13822450923887.318
1808	1808	1808	1808	1808	1808	1808	2013	4	Salamanca	46	CASTELLANA	I	Industrial	38	1973.0	6848.0		7134662.97	48858172018.56
1809	1809	1809	1809	1809	1809	1809	2013	4	Salamanca	46	CASTELLANA	K	Deportivo	5	1952.0	2384.0		4766782.77	11364010123.679998
1810	1810	1810	1810	1810	1810	1810	2013	4	Salamanca	46	CASTELLANA	M	Suelos sin edificar, obras de urbanización y jardinería	3			3303.0	33176637.84	
1811	1811	1811	1811	1811	1811	1811	2013	4	Salamanca	46	CASTELLANA	O	Oficinas	694	1965.0	613328.0		1573409108.47	965015861679688.0
1812	1812	1812	1812	1812	1812	1812	2013	4	Salamanca	46	CASTELLANA	P	Edificio Singular	9	1960.0	41414.0		90141460.47	3733118443904.58
1813	1813	1813	1813	1813	1813	1813	2013	4	Salamanca	46	CASTELLANA	R	Religioso	10	1941.0	15540.0		17821043.16	276939010706.4
1814	1814	1814	1814	1814	1814	1814	2013	4	Salamanca	46	CASTELLANA	T	Espectáculos	1	2002.0	958.0		1670900.5	1600722679.0
1815	1815	1815	1815	1815	1815	1815	2013	4	Salamanca	46	CASTELLANA	V	Residencial	8245	1951.0	1486037.0		2964505206.03	4405364422853204.0
1816	1816	1816	1816	1816	1816	1816	2013	4	Salamanca	46	CASTELLANA	Y	Sanidad y Beneficencia	11	1937.0	42101.0		70375779.92	2962890710411.92
1817	1817	1817	1817	1817	1817	1817	2013	5	Chamartín	51	EL VISO	A	Almacén-Estacionamiento	2366	1983.0	164015.0		116878015.3	19169747679429.5
1818	1818	1818	1818	1818	1818	1818	2013	5	Chamartín	51	EL VISO	C	Comercial	604	1962.0	94005.0		223473246.23	21007602511851.15
1819	1819	1819	1819	1819	1819	1819	2013	5	Chamartín	51	EL VISO	E	Cultural	70	1951.0	225188.0		330240555.35	74366210178155.81
1820	1820	1820	1820	1820	1820	1820	2013	5	Chamartín	51	EL VISO	G	Ocio y Hostelería	7	1962.0	9462.0		19862926.0	187943005812.0
1821	1821	1821	1821	1821	1821	1821	2013	5	Chamartín	51	EL VISO	I	Industrial	27	1969.0	9690.0		11897446.01	115286251836.9
1822	1822	1822	1822	1822	1822	1822	2013	5	Chamartín	51	EL VISO	K	Deportivo	5	1960.0	2312.0		2462165.6	5692526867.2
1823	1823	1823	1823	1823	1823	1823	2013	5	Chamartín	51	EL VISO	M	Suelos sin edificar, obras de urbanización y jardinería	33			30993.0	26323538.19	
1824	1824	1824	1824	1824	1824	1824	2013	5	Chamartín	51	EL VISO	O	Oficinas	674	1968.0	461466.0		987505788.77	455700346320536.8
1825	1825	1825	1825	1825	1825	1825	2013	5	Chamartín	51	EL VISO	P	Edificio Singular	17	1966.0	90719.0		158204011.67	14352109734690.729
1826	1826	1826	1826	1826	1826	1826	2013	5	Chamartín	51	EL VISO	R	Religioso	7	1956.0	14661.0		22712418.83	332986772466.62994
1827	1827	1827	1827	1827	1827	1827	2013	5	Chamartín	51	EL VISO	V	Residencial	7145	1966.0	1465122.0		2986871260.01	4376130794208372.0
1828	1828	1828	1828	1828	1828	1828	2013	5	Chamartín	51	EL VISO	Y	Sanidad y Beneficencia	20	1964.0	34272.0		51104102.28	1751439793340.1602
1829	1829	1829	1829	1829	1829	1829	2013	5	Chamartín	52	PROSPERIDAD	A	Almacén-Estacionamiento	7264	1982.0	392728.0		176166852.31	69185655574001.68
1830	1830	1830	1830	1830	1830	1830	2013	5	Chamartín	52	PROSPERIDAD	C	Comercial	1153	1969.0	198407.0		287524252.65	57046824395528.55
1831	1831	1831	1831	1831	1831	1831	2013	5	Chamartín	52	PROSPERIDAD	E	Cultural	12	1966.0	41250.0		45458788.37	1875175020262.5
1832	1832	1832	1832	1832	1832	1832	2013	5	Chamartín	52	PROSPERIDAD	G	Ocio y Hostelería	2	1998.0	35595.0		67254774.05	2393933682309.75
1833	1833	1833	1833	1833	1833	1833	2013	5	Chamartín	52	PROSPERIDAD	I	Industrial	106	1966.0	70288.0		67708291.54	4759080395763.5205
1834	1834	1834	1834	1834	1834	1834	2013	5	Chamartín	52	PROSPERIDAD	K	Deportivo	10	1976.0	6073.0		6044127.61	36705986975.53
1835	1835	1835	1835	1835	1835	1835	2013	5	Chamartín	52	PROSPERIDAD	M	Suelos sin edificar, obras de urbanización y jardinería	17			48798.0	9816491.0	
1836	1836	1836	1836	1836	1836	1836	2013	5	Chamartín	52	PROSPERIDAD	O	Oficinas	466	1972.0	259422.0		356583120.06	92505506172205.31
1837	1837	1837	1837	1837	1837	1837	2013	5	Chamartín	52	PROSPERIDAD	P	Edificio Singular	3	1982.0	15664.0		15016554.42	235219308434.88
1838	1838	1838	1838	1838	1838	1838	2013	5	Chamartín	52	PROSPERIDAD	R	Religioso	1	1950.0	1522.0		1280870.01	1949484155.22
1839	1839	1839	1839	1839	1839	1839	2013	5	Chamartín	52	PROSPERIDAD	V	Residencial	18454	1969.0	1736268.0		2420383107.26	4202433736876105.5
1840	1840	1840	1840	1840	1840	1840	2013	5	Chamartín	52	PROSPERIDAD	Y	Sanidad y Beneficencia	12	1973.0	23379.0		29168969.95	681941348461.0499
1841	1841	1841	1841	1841	1841	1841	2013	5	Chamartín	53	CIUDAD JARDÍN	A	Almacén-Estacionamiento	3348	1990.0	195129.0		94527987.33	18445151639715.57
1842	1842	1842	1842	1842	1842	1842	2013	5	Chamartín	53	CIUDAD JARDÍN	C	Comercial	795	1966.0	106394.0		154725696.94	16461885800234.36
1843	1843	1843	1843	1843	1843	1843	2013	5	Chamartín	53	CIUDAD JARDÍN	E	Cultural	15	1956.0	42705.0		49084899.18	2096170619481.9
1844	1844	1844	1844	1844	1844	1844	2013	5	Chamartín	53	CIUDAD JARDÍN	G	Ocio y Hostelería	129	1994.0	17082.0		25272312.3	431701638708.6
1845	1845	1845	1845	1845	1845	1845	2013	5	Chamartín	53	CIUDAD JARDÍN	I	Industrial	152	1969.0	86341.0		85643122.67	7394512854450.47
1846	1846	1846	1846	1846	1846	1846	2013	5	Chamartín	53	CIUDAD JARDÍN	K	Deportivo	4	1968.0	3347.0		3010905.04	10077499168.88
1847	1847	1847	1847	1847	1847	1847	2013	5	Chamartín	53	CIUDAD JARDÍN	M	Suelos sin edificar, obras de urbanización y jardinería	14			16839.0	11979867.5	
1848	1848	1848	1848	1848	1848	1848	2013	5	Chamartín	53	CIUDAD JARDÍN	O	Oficinas	266	1979.0	161611.0		232194434.65	37525174778221.15
1849	1849	1849	1849	1849	1849	1849	2013	5	Chamartín	53	CIUDAD JARDÍN	P	Edificio Singular	1	1987.0	12975.0		13111275.07	170118794033.25
1850	1850	1850	1850	1850	1850	1850	2013	5	Chamartín	53	CIUDAD JARDÍN	R	Religioso	3	1964.0	7906.0		7425750.75	58707985429.5
1851	1851	1851	1851	1851	1851	1851	2013	5	Chamartín	53	CIUDAD JARDÍN	T	Espectáculos	3	1983.0	28606.0		50029703.62	1431149701753.72
1852	1852	1852	1852	1852	1852	1852	2013	5	Chamartín	53	CIUDAD JARDÍN	V	Residencial	8619	1966.0	857697.0		1215895618.22	1042870024060439.4
1853	1853	1853	1853	1853	1853	1853	2013	5	Chamartín	53	CIUDAD JARDÍN	Y	Sanidad y Beneficencia	7	1968.0	14232.0		20004499.55	284704037595.60004
1854	1854	1854	1854	1854	1854	1854	2013	5	Chamartín	54	HISPANOAMÉRICA	A	Almacén-Estacionamiento	6050	1984.0	299273.0		177735299.23	53191376206459.79
1855	1855	1855	1855	1855	1855	1855	2013	5	Chamartín	54	HISPANOAMÉRICA	C	Comercial	1187	1967.0	187298.0		347247999.21	65038855756034.58
1856	1856	1856	1856	1856	1856	1856	2013	5	Chamartín	54	HISPANOAMÉRICA	E	Cultural	36	1963.0	112248.0		141359293.78	15867298008217.44
1857	1857	1857	1857	1857	1857	1857	2013	5	Chamartín	54	HISPANOAMÉRICA	G	Ocio y Hostelería	11	1970.0	54512.0		117430945.96	6401395726171.52
1858	1858	1858	1858	1858	1858	1858	2013	5	Chamartín	54	HISPANOAMÉRICA	I	Industrial	17	1970.0	10096.0		9586111.04	96781377059.84
1859	1859	1859	1859	1859	1859	1859	2013	5	Chamartín	54	HISPANOAMÉRICA	K	Deportivo	19	1966.0	121571.0		237740651.82	28902368782409.22
1860	1860	1860	1860	1860	1860	1860	2013	5	Chamartín	54	HISPANOAMÉRICA	M	Suelos sin edificar, obras de urbanización y jardinería	51			96028.0	12548735.61	
1861	1861	1861	1861	1861	1861	1861	2013	5	Chamartín	54	HISPANOAMÉRICA	O	Oficinas	632	1969.0	243566.0		453733765.11	110514118232782.28
1862	1862	1862	1862	1862	1862	1862	2013	5	Chamartín	54	HISPANOAMÉRICA	P	Edificio Singular	6	1976.0	212300.0		317514829.12	67408398222176.0
1863	1863	1863	1863	1863	1863	1863	2013	5	Chamartín	54	HISPANOAMÉRICA	R	Religioso	10	1969.0	15795.0		18565683.41	293244969460.95
1864	1864	1864	1864	1864	1864	1864	2013	5	Chamartín	54	HISPANOAMÉRICA	V	Residencial	13879	1968.0	1813331.0		2947475094.76	5344747961056246.0
1865	1865	1865	1865	1865	1865	1865	2013	5	Chamartín	54	HISPANOAMÉRICA	Y	Sanidad y Beneficencia	24	1968.0	72752.0		91435373.52	6652106294327.04
1866	1866	1866	1866	1866	1866	1866	2013	5	Chamartín	55	NUEVA ESPAÑA	A	Almacén-Estacionamiento	3364	1972.0	256303.0		152391406.75	39058374724245.25
1867	1867	1867	1867	1867	1867	1867	2013	5	Chamartín	55	NUEVA ESPAÑA	C	Comercial	620	1968.0	102355.0		214467630.04	21951834272744.2
1868	1868	1868	1868	1868	1868	1868	2013	5	Chamartín	55	NUEVA ESPAÑA	E	Cultural	36	1966.0	129377.0		159595836.44	20648030531097.88
1869	1869	1869	1869	1869	1869	1869	2013	5	Chamartín	55	NUEVA ESPAÑA	G	Ocio y Hostelería	5	1978.0	4506.0		10280600.48	46324385762.880005
1870	1870	1870	1870	1870	1870	1870	2013	5	Chamartín	55	NUEVA ESPAÑA	I	Industrial	28	1971.0	54053.0		56257857.19	3040905954691.07
1871	1871	1871	1871	1871	1871	1871	2013	5	Chamartín	55	NUEVA ESPAÑA	K	Deportivo	23	1978.0	50958.0		54373013.33	2770740013270.14
1872	1872	1872	1872	1872	1872	1872	2013	5	Chamartín	55	NUEVA ESPAÑA	M	Suelos sin edificar, obras de urbanización y jardinería	40			71166.0	46674600.32	
1873	1873	1873	1873	1873	1873	1873	2013	5	Chamartín	55	NUEVA ESPAÑA	O	Oficinas	684	1970.0	267424.0		455153383.9	121718938536073.6
1874	1874	1874	1874	1874	1874	1874	2013	5	Chamartín	55	NUEVA ESPAÑA	P	Edificio Singular	10	1966.0	14568.0		21807691.55	317694450500.4
1875	1875	1875	1875	1875	1875	1875	2013	5	Chamartín	55	NUEVA ESPAÑA	R	Religioso	7	1958.0	12460.0		16152444.98	201259464450.8
1876	1876	1876	1876	1876	1876	1876	2013	5	Chamartín	55	NUEVA ESPAÑA	V	Residencial	10183	1970.0	1622398.0		2757661846.58	4474025064567698.5
1877	1877	1877	1877	1877	1877	1877	2013	5	Chamartín	55	NUEVA ESPAÑA	Y	Sanidad y Beneficencia	14	1980.0	21453.0		33105916.1	710221218093.3
1878	1878	1878	1878	1878	1878	1878	2013	5	Chamartín	56	CASTILLA	A	Almacén-Estacionamiento	5594	1984.0	356822.0		226762434.34	80913825346067.48
1879	1879	1879	1879	1879	1879	1879	2013	5	Chamartín	56	CASTILLA	C	Comercial	308	1971.0	133340.0		189065211.55	25209955308077.0
1880	1880	1880	1880	1880	1880	1880	2013	5	Chamartín	56	CASTILLA	E	Cultural	11	1974.0	58643.0		54190612.4	3177900082973.2
1881	1881	1881	1881	1881	1881	1881	2013	5	Chamartín	56	CASTILLA	G	Ocio y Hostelería	135	1984.0	55322.0		77009243.06	4260305344565.32
1882	1882	1882	1882	1882	1882	1882	2013	5	Chamartín	56	CASTILLA	I	Industrial	8	1973.0	53014.0		50158848.39	2659121188547.46
